Country,Site(Region),Reference,Depth(m),LL(%),PL(%),w(%),s'v (kPa),s'p (kPa),su(test) (kPa),Test Type Su,St,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,2.5,80.0,45.0,95.0,17.5,35.0,10.0,'FV',12.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,3.5,65.0,25.0,100.0,22.5,50.0,17.0,'FV',10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,5.5,70.0,35.0,80.0,32.5,43.0,15.0,'FV',11.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,8.0,55.0,30.0,75.0,45.0,50.0,18.0,'FV',9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"Raisio, Siirinpelto",,3.5,48.0,20.0,85.0,29.5,50.0,7.0,'FV',10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,4.5,49.0,20.0,80.0,34.5,52.0,8.0,'FV',10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,6.0,35.0,20.0,37.0,42.0,90.0,9.5,'FV',10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,7.5,30.0,20.0,52.0,49.5,90.0,10.0,'FV',11.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Saimaan kanava,,3.0,80.0,27.0,60.0,31.0,120.0,30.0,'FV',8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,4.0,100.0,30.0,110.0,37.0,80.0,30.0,'FV',7.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,5.0,55.0,25.0,65.0,43.0,80.0,20.0,'FV',7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,6.0,32.0,22.0,70.0,49.0,85.0,20.0,'FV',10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,7.0,35.0,25.0,50.0,55.0,90.0,18.0,'FV',9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,8.0,55.0,25.0,65.0,61.0,80.0,25.0,'FV',7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,9.0,60.0,25.0,75.0,67.0,110.0,30.0,'FV',6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"Salo, Salonkyla",,10.0,105.0,25.0,100.0,50.0,50.0,18.0,'FV',10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,16.0,90.0,25.0,85.0,80.0,100.0,28.0,'FV',16.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,20.0,90.0,25.0,75.0,100.0,160.0,28.0,'FV',10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Sipoo,,1.0,60.0,35.0,50.0,16.0,120.0,47.0,'FV',10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,1.5,85.0,25.0,80.0,20.5,80.0,20.0,'FV',9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,3.5,80.0,25.0,85.0,32.5,80.0,24.0,'FV',12.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,4.5,75.0,25.0,75.0,37.5,78.0,21.0,'FV',11.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,5.5,70.0,25.0,80.0,42.5,90.0,20.0,'FV',10.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,6.5,49.9,25.0,65.0,47.5,80.0,20.0,'FV',10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,7.5,44.0,25.0,60.0,52.5,125.0,21.0,'FV',9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,10.0,85.0,25.0,85.0,42.0,42.0,16.0,'FV',8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,12.0,75.0,25.0,80.0,52.0,67.0,17.0,'FV',10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
